Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description,Source
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee City Council,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/0a531814-f6ec-4fcb-9232-4d7d29cf4703/download/sape_2020_males.csv,2020 - Males Single Year of Age - Small Area Mid Year Population Estimates,2019-01-29 15:25:43.478163,2022-09-05 15:00:47.859436,44438.0,B,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.\xa9 Crown Copyright 2022\r\n\r\nAt Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.\r\nThe following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. \r\n\r\nNational Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2021 Small Area Population Estimates which were published in September 2022. You can access the full NRS publication by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/mid-2021\r\n\r\nDetailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/time-series\r\n\r\n\xa9 Crown Copyright 2022",ckan API
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee City Council,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/b5ca2414-249b-4e88-a40e-c76c5d370e2b/download/sape_2020_females.csv,2020 - Females Single Year of Age - Small Area Mid Year Population Estimates,2019-01-29 15:25:43.478163,2022-09-05 15:00:47.859436,44550.0,B,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.\xa9 Crown Copyright 2022\r\n\r\nAt Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.\r\nThe following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. \r\n\r\nNational Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2021 Small Area Population Estimates which were published in September 2022. You can access the full NRS publication by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/mid-2021\r\n\r\nDetailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/time-series\r\n\r\n\xa9 Crown Copyright 2022",ckan API
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee City Council,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/8cfdc77d-9bf9-40a1-afe9-043c80172d4a/download/males_2021_dz_estimates-_dundeecity.csv,2021 - Male Single Year of Age - Small Area Mid Year Population Estimates ,2019-01-29 15:25:43.478163,2022-09-05 15:00:47.859436,47787.0,B,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.\xa9 Crown Copyright 2022\r\n\r\nAt Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.\r\nThe following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. \r\n\r\nNational Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2021 Small Area Population Estimates which were published in September 2022. You can access the full NRS publication by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/mid-2021\r\n\r\nDetailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/time-series\r\n\r\n\xa9 Crown Copyright 2022",ckan API
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee City Council,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/61c7c07d-4ec5-4432-a656-eaf345a20551/download/females_2021_dz_estimates_dundeecity.csv,2021- Female Single Year of Age Small Area Mid Year Population Estimates ,2019-01-29 15:25:43.478163,2022-09-05 15:00:47.859436,47904.0,B,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.\xa9 Crown Copyright 2022\r\n\r\nAt Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.\r\nThe following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. \r\n\r\nNational Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2021 Small Area Population Estimates which were published in September 2022. You can access the full NRS publication by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/mid-2021\r\n\r\nDetailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/time-series\r\n\r\n\xa9 Crown Copyright 2022",ckan API
NRS Small Area Population Estimates (2011 Based Data Zones),Dundee City Council,https://data.dundeecity.gov.uk/dataset/small-area-population-estimates,https://data.dundeecity.gov.uk/dataset/9a478c65-cbf1-4e1e-a50a-b0222c0fd776/resource/5a81cbc9-7c22-43fa-a91e-762fe52312cf/download/allpersons_2021_dz_estimates_dundeecity.csv,2021- All Persons Single Year of Age Small Area Mid Year Population Estimates ,2019-01-29 15:25:43.478163,2022-09-05 15:00:47.859436,51267.0,B,CSV,,Data Zones;Estimated Population;I&RTeam;National Records of Scotland,,Open Government Licence 3.0 (United Kingdom),"This data set contains data zone level mid-year population estimates for Dundee City, sourced from the National Records of Scotland Small Area Population Estimates Scotland Publications.\xa9 Crown Copyright 2022\r\n\r\nAt Data Zone level Scotland can be split into 6,976 data zones, 188 Data Zones are within the Dundee City Boundary.\r\nThe following data sets show population estimates for each of Dundee's 188 Data Zones for All Persons, Males and Females. \r\n\r\nNational Records of Scotland publish Small Area Population Estimates on an annual basis. The most recent publication is the Mid 2021 Small Area Population Estimates which were published in September 2022. You can access the full NRS publication by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/mid-2021\r\n\r\nDetailed Time Series data is also published on the National Records of Scotland Website and can be accessed by clicking on the link below:\r\nhttps://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/population/population-estimates/small-area-population-estimates-2011-data-zone-based/time-series\r\n\r\n\xa9 Crown Copyright 2022",ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/3a62475b-0c6a-4434-89a0-baa86e60e5ba/download/compactor-bin-locations.csv,Solar Powered Compactor Bin Locations,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1098.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/4401ff60-b458-4808-992d-00f0ed4283aa/download/solar-powered-compactor-bins-waste-generation-july-2018.csv,Solar Powered Compactor Bins - Waste Generation - July 2018.csv,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1353.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/c284f715-0b72-4cc1-906c-8fa594f2f34e/download/solar-powered-compactor-bins-waste-generation-august-2018.csv,Solar Powered Compactor Bins - Waste Generation - August 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1352.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/6df3a9c3-f431-44fd-8e7b-cafef50accfe/download/solar-powered-compactor-bins-waste-generation-september-2018.csv,Solar Powered Compactor Bins - Waste Generation - September 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1353.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/138cff58-8ebd-413d-92d5-c26fa5cc4b33/download/solar-powered-compactor-bins-waste-generation-october-2018.csv,Solar Powered Compactor Bins - Waste Generation - October 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1353.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/dac522b9-da59-42bf-97a2-811dfa3e171d/download/number-of-collections-october-2018.csv,Number of Collections - October 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/bac038d3-cdcf-4b60-b152-c683b00b4046/download/number-of-collections-september-2018.csv,Number of Collections - September 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/b6714113-8e5e-42d2-bd90-e3c4c8623b2a/download/number-of-collections-august-2018.csv,Number of Collections - August 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/4d3f1110-da29-4f28-8725-dc0dc4dbe19c/download/number-of-collections-july-2018.csv,Number of Collections - July 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/1c187450-5184-4f6a-a8a7-b52073909e53/download/waste-generation-hourly-july-2018.csv,Waste Generation - Hourly - July 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,30380.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/7ab50a26-2579-41a3-b8a2-7d3cec76fa80/download/waste-generation-hourly-august-2018.csv,Waste Generation - Hourly - August 2018.csv,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,33989.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/623ae65a-dd54-4a99-a800-33e90014530a/download/waste-generation-hourly-september-2018.csv,Waste Generation - Hourly - September 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,36797.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/a4d4ea89-1dcf-41e0-95d8-aca1bc4d34f6/download/waste-generation-hourly-october-2018.csv,Waste Generation - Hourly - October 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,35648.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/1db14d6c-a2af-4caa-9c96-4260ec7e5d14/download/solar-powered-compactor-bins-waste-generation-november-2018.csv,Solar Powered Compactor Bins - Waste Generation - November 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1353.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/b1cbbfaa-98a0-44c0-ab6e-0450ad0c3287/download/number-of-collections-november-2018.csv,Number of Collections - November 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/6520d816-75d0-43a9-9c99-329a34094209/download/waste-generation-hourly-november-2018.csv,Waste Generation - Hourly - November 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,36220.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/98e464fe-3029-4828-93cc-84a46f27f362/download/number-of-collections-december-2018.csv,Number of Collections – December 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,952.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/efc75090-eae9-423a-af49-9244793d4124/download/waste-generation-hourly-december-2018.csv,Waste Generation – Hourly – December 2018,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,26672.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/9644046b-3bec-4c83-8e83-028f51fa2268/download/solar-powered-compactor-bins-waste-generation-december-2019.csv,Solar Powered Compactor Bins - Waste Generation - December 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1343.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/38c7a459-bbc3-4d5f-bd40-990ad2420bf4/download/waste-generation-hourly-january-2019.csv,Waste Generation -Hourly-January 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,19483.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/a5c5622f-9980-4b90-a6da-cf792b74d63b/download/solar-powered-compactor-bins-waste-generation-january-2019.csv,Solar Powered Compactor Bins - Waste Generation - January 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1339.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/f1f2409e-a522-472b-8c87-ed2d12d59bed/download/number-of-collections-january-2019.csv,Number of Collections - January 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/02a1d699-aa1d-470a-abfb-5870691956df/download/solar-powered-compactor-bins-waste-generation-february-2019.csv,Solar Powered Compactor Bins - Waste Generation - February 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1338.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/b716b70c-8344-4943-b3cf-7ec3c11b949a/download/waste-generation-hourly-february-2019.csv,Waste Generation - Hourly - February 2019 - Number of Collections,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,28093.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/ad25734c-6890-4a27-bdfa-21043340b657/download/number-of-collections-february-2019.csv,Number of Collections - February 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/3cf1275c-f3b9-450a-ba7a-94ac58faceef/download/number-of-collections-march-2019.csv,Number of Collections - March 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/38315f9d-1bea-48e3-9302-fdc9d87433eb/download/waste-generation-hourly-march-2019.csv,Waste Generation - Hourly - March 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,30733.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/82d0a3ef-f3e5-4e83-8719-979cb5ae0514/download/solar-powered-compactor-bins-waste-generation-march-2019.csv,Solar Powered Compactor Bins – Waste Generation - March 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1343.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/6ff360b6-e6cb-4fc7-9645-61fe437685d0/download/number-of-collections-april-2019.csv,Number of Collections - April 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1278.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/d7eef681-7f6c-4084-84d3-18b0c3b9a24e/download/waste-generation-hourly-april-2019.csv,Waste Generation - Hourly - April 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,34178.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/e92e48ce-bb99-456c-9246-949ec9522326/download/solar-powered-compactor-bins-waste-generation-april-2019.csv,Solar Powered Compactor Bins - Waste Generation - April 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1344.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/8feed2dd-0ba7-4f8c-a8b8-cb0fb642f24a/download/number-of-collections-may-2019.csv,Number of Collections - May 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1523.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/4efcdc9e-eaea-468f-bbc5-ff9fa8b42780/download/waste-generation-hourly-may-2019.csv,Waste Generation - Hourly - May 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,65082.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
Solar Powered Compactor Bins,Dundee City Council,https://data.dundeecity.gov.uk/dataset/solar-powered-compactor-bins-waste-generation,https://data.dundeecity.gov.uk/dataset/95203e8d-129d-4873-96aa-b99ad4240433/resource/44fc4706-dde7-436d-8ec2-00693eca53d2/download/solar-powered-compactor-bins-waste-generation-may-2019.csv,Solar Powered Compactor Bins - Waste Generation - May 2019,2018-08-07 09:12:11.650108,2019-08-16 15:16:24.828877,1627.0,B,CSV,,"environment,waste,geospatial",,Open Data Commons Open Database License 1.0,Waste generation and number of collections of individual units within Dundee City Council's network of solar powered compactor bins. ,ckan API
