Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
Dwellings In Flood Risk Areas,Scottish Government,https://data.gov.scot/dataset/dwellings_in_flood_risk_areas,https://api.data.gov.scot/resource/530ad77d-1d03-4154-808e-99e87295cafe/download,dwellings-in-flood-risk-areas.csv,2026-08-20T15:33:24.246935,2026-08-20T15:39:54.651070,0,B,CSV,,,,UK Open Government Licence (OGL),"This indicator estimates the percentage of dwellings that are located within the 1/200 fluvial flood risk area. It provides an indication of the percentage of dwellings that lie within areas with a 0.5% or greater probability of being flooded in any given year. All figures should be treated as indicative, not definitive, as they are based upon the SEPA Indicative Flood Map. Flood prevention schemes have also been taken into account whilst estimating the probability of flood risk. <br/><br/>There are 12 flood prevention schemes in Scotland, however flood outlines for Moredun were not available and the area protected by the Perth flood prevention scheme has been determined from the original design reports as flood outlines were not available. <br/><br/>As detailed location is not available for all dwellings, the indicator makes use of the OS Address Layer 2 dataset (April 2006) which contains the set of postal delivery points and identifies those addresses that are dwellings. A postal delivery point is a house, dwelling or establishment which can be identified and to which mail can be addressed and posted. Some residential premises may fall outside the Royal Mails definition of a delivery point. A common example of this would be flats within a house, where the postal delivery person can only get to the house front door, in this case the house would be registered as a delivery point, not the individual flats. A postal delivery point is said to lie within a flood risk area if the grid reference point lies within the flood risk area. It is possible that for some dwellings, part of the dwelling may be located within the flood risk area, while the grid reference point lies outside these will not be included. It must be emphasised that this indicator is based upon postal delivery points, not properties. This is especially important when looking at areas which contain a high percentage of flats (as they may have a communal mail box and hence only a single postal delivery point). All postal delivery points identified as dwellings that are located in the 1/200 flood risk areas are included. No account is taken of whether the property is on the ground floor or the 20th floor as this information is not held on the dataset. <br/><br/>The datasets used in the analysis are: <br/><br/>* Scottish Environmental Protection Agency (SEPA) Indicative River ; Coastal Flood Map (Scotland) version 2 September 2006 [http://www.sepa.org.uk/flooding/mapping/pdf/technical_methodology_v2.pdf](http://www.sepa.org.uk/flooding/mapping/pdf/technical_methodology_v2.pdf). <br/>* Ordnance Survey (OS) Mastermap Address Layer 2 First Release April 2006 [http://www.ordnancesurvey.co.uk/oswebsite/products/osmastermap/layers/addresslayer2/detailedproductinfo/al2_tech_spec.pdf](http://www.ordnancesurvey.co.uk/oswebsite/products/osmastermap/layers/addresslayer2/detailedproductinfo/al2_tech_spec.pdf) . Only those residential properties classified as Dwellings Outlines of Scottish Flood Defence Schemes that provide protection for 1/200 annual chance of flooding, May 2007."
Dwellings Median Number Of Rooms,National Records of Scotland,https://data.gov.scot/dataset/dwellings_median_number_of_rooms,https://api.data.gov.scot/resource/593085cc-4534-49cf-81c2-d2b7d56a985f/download,dwellings-median-number-of-rooms.csv,2026-08-20T15:33:28.107111,2026-08-20T15:41:43.832036,0,B,CSV,,,,UK Open Government Licence (OGL),"This dataset contains information on the median number of rooms for dwellings for data zones, council areas and Scotland. Data on number of rooms is obtained from the Assessors' Portal in December each year, or the following January. The Assessors are, amongst other things, responsible for valuing each dwelling in Scotland for the purposes of assigning it to a Council Tax Band.<br/><br/>*Dwellings*<br/><br/>A 'dwelling' refers to the accommodation itself, for example a house or a flat, and includes second homes that are not let out commercially. Caravans count as dwellings if they are someone's main home.<br/><br/>*Number of rooms*<br/><br/>This is defined as the number of habitable rooms (usually bedrooms and living rooms). This is different to the census definition, which includes kitchens. There may be some differences between different Assessors' areas in the way in which this information is recorded. For example, differences could arise in the treatment of open plan areas, dining rooms, kitchens and kitchenettes. Assessors are only able to reflect physical changes and alterations to dwellings once they have been sold and a reconsideration of the banding has taken place therefore this information may not always represent the most up-to-date position. Summary statistics for National Parks, Strategic Development Plan areas, urban-rural classifications and Scottish Index of Multiple Deprivation deciles are published annually in 'Estimates of Households and Dwellings in Scotland', which is available on the [National Records of Scotland (NRS) website](https://www.nrscotland.gov.uk/statistics-and-data/statistics/statistics-by-theme/households/household-estimates).<br/>"
Dwellings per Hectare,National Records of Scotland,https://data.gov.scot/dataset/dwellings_per_hectare,https://api.data.gov.scot/resource/3467029a-3139-4f96-8a2a-7e7c586c0be9/download,dwellings-hectare.csv,2026-08-20T15:33:20.318938,2026-08-20T15:40:13.852155,0,B,CSV,,,,UK Open Government Licence (OGL),"This dataset contains information on the number of dwellings per hectare in each Data Zone, and higher geographies such as Council Areas. <br/><br/>A '*dwelling*' refers to accommodation such as a house or a flat, and includes second homes that are not let out commercially. Caravans count as dwellings if they are someone's main home. Data on number of dwellings is obtained from the Assessors' Portal in December each year, or the following January. The Assessors are, amongst other things, responsible for valuing each dwelling in Scotland for the purposes of assigning it to a Council Tax Band. <br/><br/>The estimated total number of dwellings used in this dataset differs from those in the 'Household Estimates' dataset as these are extracted from a different source (Council Tax systems) at a different time of year (September).<br/><br/>Dwellings per hectare is calculated by dividing the [total number of dwellings](https://statistics.gov.scot/data/dwellings-by-council-tax-band-summary-current-geographic-boundaries) by the area in hectares. <br/><br/>The areas in hectares of 2001 and 2011 Data Zones are produced by National Records of Scotland (NRS). The areas of higher geographies, such as Council Areas, are based on aggregating Data Zone data on a 'best fit' basis. This means that results for higher geographies such as Council Areas are estimates. Best-fit simply means that when Data Zones are aggregated and assigned to a higher geography, they do not fit exactly into the boundary of the higher geography; instead they form an approximation to the shape of the boundary of the higher geography. For the years 2003 to 2013, the areas of higher geographies have been calculated by aggregating 2001 Data Zones areas. For 2014 onwards, the areas of higher geographies have been aggregated from 2011 Data Zone areas. This means that the areas of higher geographies used to calculate dwellings per hectare are different before and after 2014, and therefore the estimates of dwellings per hectare before and after 2014 are not directly comparable.<br/><br/>Summary statistics for National Parks, Strategic Development Plan areas, urban-rural classifications and Scottish Index of Multiple Deprivation deciles are published annually in 'Estimates of Households and Dwellings in Scotland', which is available on the [National Records of Scotland (NRS) website](https://www.nrscotland.gov.uk/publications/household-and-dwelling-estimates-other-geographies-2024/)<br/>"
Early Learning and Childcare: Children Registered,Care Inspectorate,https://data.gov.scot/dataset/early_learning_and_childcare__children_registered,https://api.data.gov.scot/resource/0b3b36f6-634f-4b8d-a4d9-af66575f8fcd/download,early-learning-and-childcare-children-registered.csv,2026-08-13T13:17:40.372785,2026-08-13T13:18:56.864293,0,B,CSV,,,,UK Open Government Licence (OGL),"Number and rate of children registered with early learning and childcare services as at 31 December.<br/><br/>Creche services are not included in these totals. Children are counted once for each service they attend. All figures are rounded to the nearest 10 to express the uncertainty inherent in these estimates. For this reason, totals may not exactly equal the sum of their parts.<br/><br/>Full publication and supporting tables are available from the [Care Inspectorate website](http://www.careinspectorate.com/index.php/statistics-and-analysis#Childcare).<br/><br/>We have also created early learning and childcare local profiles based on this data to assist local authority planning for the expansion of early learning and childcare in Scotland.  These can be downloaded from the [Care Inspectorate website](http://www.careinspectorate.com/index.php/statistics-and-analysis/early-learning-and-childcare-profiles)."
Early Learning and Childcare: Services Registered,Care Inspectorate,https://data.gov.scot/dataset/early_learning_and_childcare__services_registered,https://api.data.gov.scot/resource/b2d3052c-e229-481a-a899-c638935e5eba/download,early-learning-and-childcare-services-registered.csv,2026-08-13T10:51:57.118031,2026-08-13T10:54:29.561221,0,B,CSV,,,,UK Open Government Licence (OGL),Number and rate of services registered to provide early learning and childcare.<br/><br/>Full publication and supporting tables are available [on the Care Inspectorate website](http://www.careinspectorate.com/index.php/statistics-and-analysis#Childcare).<br/><br/>We have also created early learning and childcare local profiles based on this data to assist local authority planning for the expansion of early learning and childcare in Scotland.  These can be downloaded [from the Care Inspectorate website](http://www.careinspectorate.com/index.php/statistics-and-analysis/early-learning-and-childcare-profiles).<br/>
Earnings,Scottish Government,https://data.gov.scot/dataset/earnings,https://api.data.gov.scot/resource/6881f093-2cee-4b37-8b3d-f4fbd1da2b72/download,earnings.csv,2026-08-13T12:41:53.143375,2026-08-13T12:43:01.538604,0,B,CSV,,,,UK Open Government Licence (OGL),"The median and mean gross weekly earnings (before deductions for Tax & National Insurance) of full-time employees on adult rates, whose pay for the survey period was not affected by absence. For 2020 data, this has been expanded to include those who were not furloughed under the Coronavirus Job Retention Scheme (CJRS) but had their pay affected by absence. The self-employed are excluded from this study. This information is obtained from the Annual Survey of Hours & Earnings (ASHE). This is an Office for National Statistics (ONS) publication.<br/>"
Economic Activity,Scottish Government,https://data.gov.scot/dataset/economic_activity,https://api.data.gov.scot/resource/645dd884-02a9-4cfc-b945-7b6527481609/download,economic-activity.csv,2026-08-13T13:10:56.215201,2026-08-13T13:12:16.896245,0,B,CSV,,,,UK Open Government Licence (OGL),"People are classed as economically active if they are either in employment or unemployed and seeking work. This group excludes those who want a job but who have not been seeking work in the last four weeks, those who want a job and are seeking work but not available to start and those who do not want a job. For example, students not working or seeking work and those in retirement are not counted as economically active. <br/><br/>The data used for this indicator is taken from the Annual Population Survey (APS). The APS was introduced in January 2004 and it has replaced the Annual Local Area Labour Force Survey. The APS combines results from the Labour Force Survey ( LFS) and the English, Welsh and Scottish Labour Force Survey boosts. The boosts increase the sample size which means the APS can provide more robust labour market estimates for local areas compared to the main LFS. Thus the APS is the primary source for information on local labour markets providing headline estimates on employment, unemployment and economic activity. The APS is the largest annual household survey in Scotland and provides a wealth of information about individuals' personal circumstances and their work. The LFS surveys individuals living at private households in the UK and is designed to be representative of the national population. <br/><br/>The Scottish Government funds the boost to the LFS sample in Scotland, taking the sample size from approximately 8,000 households for the each year to 23,000 households."
Economic Inactivity,Scottish Government,https://data.gov.scot/dataset/economic_inactivity,https://api.data.gov.scot/resource/b7036517-8fbe-40d7-850e-6ee7ab72e49d/download,economic-inactivity.csv,2026-08-13T12:51:19.436621,2026-08-13T12:52:34.647466,0,B,CSV,,,,UK Open Government Licence (OGL),"Economically inactive people are not in employment, but do not satisfy the internationally agreed definition of unemployment. This group covers people without a job who: want a job but have not been seeking work in the last four weeks; or want a job and are seeking work but not available to start work in the next two weeks; or do not want a job. Headline Inactivity levels and rates cover all workers aged 16-64 for both men and women. This excludes many people who would be inactive due to retirement. <br/><br/>The data used for this indicator is taken from the Annual Population Survey (APS). The APS was introduced in January 2004 and it has replaced the Annual Local Area Labour Force Survey. The APS combines results from the Labour Force Survey ( LFS) and the English, Welsh and Scottish Labour Force Survey boosts. The boosts increase the sample size which means the APS can provide more robust labour market estimates for local areas compared to the main LFS. Thus the APS is the primary source for information on local labour markets providing headline estimates on employment, unemployment and economic activity. The APS is the largest annual household survey in Scotland and provides a wealth of information about individuals' personal circumstances and their work. The LFS surveys individuals living at private households in the UK and is designed to be representative of the national population. <br/><br/>The Scottish Government funds the boost to the LFS sample in Scotland, taking the sample size from approximately 8,000 households for the each year to 23,000 households."
Educational attainment of school leavers,Scottish Government,https://data.gov.scot/dataset/educational_attainment_of_school_leavers,https://api.data.gov.scot/resource/700bf4bb-e6a2-4c9d-8b3b-60c0180d518d/download,educational-attainment-of-school-leavers.csv,2026-08-20T15:53:42.406955,2026-08-20T15:55:26.121349,0,B,CSV,,,,UK Open Government Licence (OGL),"The score presented in this dataset is a weighted average of the highest level of qualification achieved by school leavers, averaged across all leavers within a certain geographical area, over 3 academic years. The qualifications included are National Qualifications and Skills for Work, and the level refers to the SCQF level of the qualifications. The geographical areas considered are data zones and intermediate zones. The COVID-19 pandemic will have affected these statistics for some years. Please see the relevant text below.<br/><br/>The score is a weighted average. To calculate it, we first assign each school leaver an individual score, based on the highest level of qualification they achieved at grades C to A in National Qualifications or Skills for Work while at school. A school leaver who achieved a Level 3 qualification as their highest level of qualification while at school is given an individual score of three. A school leaver who achieved a Level 4 qualification as their highest level while at school is given a score of four. A school leaver who achieved a Level 5 qualification as their highest level while at school is given a score of five. A school leaver who achieved a Level 6 qualification as their highest level while at school is given a score of six. A school leaver who achieved a Level 7 qualification as their highest level while at school is given a score of seven. Where a school leaver's highest qualification was at a grade D, this is scored as being a qualification at the SCQF level below. For example, if a leaver's highest qualification was a grade D in an SCQF Level 6 qualification, we have scored this as though their highest qualification was an SCQF Level 5 qualification and given them a score of five. (This adjustment for grade D only applies to qualifications at SCQF levels 4 to 7). The individual scores are then added together for all the school leavers within a geographic area (a data zone or an intermediate zone), and the total score divided by the total number of school leavers in that area, to get the average score for the area. <br/><br/>This score considers National Qualifications and Skills for Work. Further information on these qualifications is available in the guide to National Qualifications from Qualifications Scotland (QS), formerly the Scottish Qualifications Authority (SQA), at: [https://www.sqa.org.uk/sqa/97077.html](https://www.sqa.org.uk/sqa/97077.html). The levels refer to the level of each qualification as defined by the Scottish Credit and Qualifications Framework (SCQF). For more information on SCQF Levels, see the QS's guide to SCQF levels, at: [https://www.sqa.org.uk/sqa/71387.html](https://www.sqa.org.uk/sqa/71387.html).<br/><br/>Please note that this score is based on the highest qualification each school leaver attained, not the number of qualifications they attained. For example, a pupil who leaves school with four Level 3 qualifications will score three, and a pupil leaving school with one Level 5 qualification will score five. <br/><br/>COVID-19 pandemic: these statistics will be affected by the COVID-19 pandemic, which led to changes in how qualifications were assessed in 2020 and 2021. In particular, the cancellation of exams and external assessment of coursework in 2020, and the use of the Alternative Certification Model in 2021, will have affected the attainment of many pupils in those years. It may also have affected some pupils' decisions on when to leave school, which affects the number of school leavers in any one year. Pupils' decisions on when to leave school may also have affected the highest level of qualification some of them achieved before leaving. These effects should be borne in mind when looking at changes in the data over time. Users should be careful about making comparisons between data for groups of years affected by COVID-19 (for example, 2017/18-2019/20, and 2018/19-2020/21), and groups of years before COVID-19 (for example, 2016/17-2018/19). For more information on the impact of COVID-19 on school leaver attainment, please see the 2021 and 2022 editions of the publication 'Summary Statistics for Attainment and Initial Leaver Destinations', which can be accessed from: [https://www.gov.scot/collections/school-education-statistics/](https://www.gov.scot/collections/school-education-statistics/).  <br/><br/>The data on National Qualifications and Skills for Work achieved by each school leaver are obtained by Scottish Government from QS, formerly the SQA, and are post-appeals data. These data are linked to the pupil information from the Scottish Government's school leavers dataset, using each pupil's Scottish Candidate Number. The school leavers dataset is based on information provided to the Scottish Government by Skills Development Scotland. For more information, please see the background notes to the publication 'Summary Statistics for Attainment and Initial Leaver Destinations', at: [https://www.gov.scot/publications/summary-statistics-for-attainment-and-initial-leaver-destinations-data-sources-and-methodology-2026/](https://www.gov.scot/publications/summary-statistics-for-attainment-and-initial-leaver-destinations-data-sources-and-methodology-2026/). <br/><br/>Data is based on an average of three years. The year relates to the academic year. For example, 2018/19 refers to August 2018 to June 2019. <br/><br/>The data includes all school leavers from publicly funded secondary schools and publicly funded special schools in Scotland. Data on leavers from independent schools is not included, as the Scottish Government does not collect it. <br/><br/>The weighted average scores are calculated for data zones, and for intermediate zones. Data zones are small geographical areas which typically contain between 500 and 1,000 household residents. Following the 2011 Census, there are 6,976 data zones in Scotland. For more information on data zones, see the Scottish Government webpage on data zone boundaries at:  [https://spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/7d3e8709-98fa-4d71-867c-d5c8293823f2](https://spatialdata.gov.scot/geonetwork/srv/eng/catalog.search#/metadata/7d3e8709-98fa-4d71-867c-d5c8293823f2). <br/>Intermediate zones are larger geographical areas which are made up of data zones. Intermediate zones typically contain between 2,500 and 6,000 household residents. Following the 2011 Census, there are 1,279 intermediate zones in Scotland. For more information on intermediate zones, see the Scottish Government webpage on intermediate zone boundaries at: [https://www.spatialdata.gov.scot/geonetwork/srv/api/records/389787c0-697d-4824-9ca9-9ce8cb79d6f5](https://www.spatialdata.gov.scot/geonetwork/srv/api/records/389787c0-697d-4824-9ca9-9ce8cb79d6f5).<br/>A pupil is assigned to a geographical area (data zone and intermediate zone) based on their home address. If their postcode is missing from our data set, their school's postcode is used. Information on a pupil's home address and school address are taken from the Scottish Government's annual pupil census.<br/>Where a geographical area contains fewer than 5 school leavers in a 3 year period, we have chosen not to show any data for that area. This is to protect against disclosing personal information. Some geographical areas may have no school leavers in a 3 year period."
Emergency Repeat Admissions,Public Health Scotland,https://data.gov.scot/dataset/emergency_repeat_admissions,https://api.data.gov.scot/resource/1afe71e1-3202-44b8-966c-74b18a3908b1/download,emergency-repeat-admissions.csv,2026-08-13T10:33:46.256337,2026-08-20T17:27:03.868877,0,B,CSV,,,,UK Open Government Licence (OGL),"Note: This dataset will not be receiving updates through this portal.<br/><br/>Multiple Emergency Admissions<br/><br/>If a patient has more than one unplanned continuous spell of treatment in hospital in a year, this is defined as a multiple emergency admission for that patient.<br/><br/>If one patient has 2 emergency continuous spells of care in hospital in a year and another patient has 10 emergency spells of hospital care in the same year, then they would count as 2 patients with multiple emergency admissions.<br/><br/>Further information can be found on the [ISD Hospital Care](http://www.isdscotland.org/Health-Topics/Hospital-Care/Inpatient-and-Day-Case-Activity/) website. <br/>"
Employment,Scottish Government,https://data.gov.scot/dataset/employment,https://api.data.gov.scot/resource/28fc9735-f4c2-4356-9b51-02c32d23fd21/download,employment.csv,2026-08-13T12:13:49.937474,2026-08-13T12:15:14.946659,0,B,CSV,,,,UK Open Government Licence (OGL),"People are classed as 'in employment' (employee or self-employed) if they have done at least one hour of paid work in the week prior to their LFS interview. People who do unpaid work in a family business and people on Government-supported training and employment programmes are also included, in accordance with the International Labour Organisation (ILO) convention. <br/><br/>The data used for this indicator is taken from the Annual Population Survey (APS). The APS was introduced in January 2004 and it has replaced the Annual Local Area Labour Force Survey. The APS combines results from the Labour Force Survey ( LFS) and the English, Welsh and Scottish Labour Force Survey boosts. The boosts increase the sample size which means the APS can provide more robust labour market estimates for local areas compared to the main LFS. Thus the APS is the primary source for information on local labour markets providing headline estimates on employment, unemployment and economic activity. The APS is the largest annual household survey in Scotland and provides a wealth of information about individuals' personal circumstances and their work. The LFS surveys individuals living at private households in the UK and is designed to be representative of the national population. <br/><br/>The Scottish Government funds the boost to the LFS sample in Scotland, taking the sample size from approximately 8,000 households for the each year to 23,000 households."
Energy Consumption,Scottish Government,https://data.gov.scot/dataset/energy_consumption,https://api.data.gov.scot/resource/9fcf1eb0-fcdf-4e7a-bd8e-7685ff9ee4cb/download,energy-consumption.csv,2026-08-13T13:24:36.072775,2026-08-13T13:25:52.187955,0,B,CSV,,,,UK Open Government Licence (OGL),"This dataset combines three individual datasets published by the Department for Business, Energy and Industrial Strategy (BEIS) of the UK Government. The datasets are Sub-National Total final Energy Consumption, Sub-National Electricity Consumption and Sub-National Gas Consumption.<br/><br/>More information on the total final energy consumption estimates can be found here:<br/>[https://www.gov.uk/government/collections/total-final-energy-consumption-at-sub-national-level](https://www.gov.uk/government/collections/total-final-energy-consumption-at-sub-national-level)<br/><br/>More information on the electricity consumption estimates can be found here: [https://www.gov.uk/government/collections/sub-national-electricity-consumption-data](https://www.gov.uk/government/collections/sub-national-electricity-consumption-data)<br/><br/>More information on the gas consumption estimates can be found here: [https://www.gov.uk/government/collections/sub-national-gas-consumption-data](https://www.gov.uk/government/collections/sub-national-gas-consumption-data)"
Exports by Industry,Scottish Government,https://data.gov.scot/dataset/exports_by_industry,https://api.data.gov.scot/resource/ed901980-2a14-4b68-a0dc-f5306de2a939/download,exports-by-industry-2019.csv,2026-08-13T08:46:38.333863,2026-08-13T08:47:51.764320,0,B,CSV,,,,UK Open Government Licence (OGL),"The Scottish Government produces a National Statistics publication, Export Statistics Scotland, which estimates the nominal value of Scottish exports (excluding oil and gas) at sector level. It includes estimates for goods and service exports and is the only source of estimates for exports from Scotland to the rest of the UK."
Farm Business Survey: Farm level emissions and nitrogen usage,Scottish Government,https://data.gov.scot/dataset/farm_business_survey__farm_level_emissions_and_nitrogen_usage,https://api.data.gov.scot/resource/e54699fa-3a6f-4229-9824-49a13508f1e8/download,farm-business-survey-farm-level-emissions-and-nitrogen-usage.csv,2026-08-13T09:43:58.938357,2026-08-13T09:45:15.191679,0,B,CSV,,,,UK Open Government Licence (OGL),"Farm level emissions and nitrogen usage data from the Scottish Farm Business Survey.<br/><br/>The Scottish Farm Business Survey is an annual survey of around 400 commercial-sized farms. Farms which are part-time, or with economic activity below approximately £20,000 are not included. Farms that do not receive support, such as pigs, poultry and horticulture, are not included in the survey.<br/><br/>Data from the June Agricultural Census are used to weight the farm business income estimates. The FBS is representative of around 11,000 farms in Scotland, which is around 21% of all farms included in the June Agricultural Census. These farms cover 64% of Scotland's agricultural land, employ 46% of those employed in Scottish farming, and produce 95% of standard output from the farming sectors that are included in the FBS.<br/><br/>On-farm greenhouse gas (GHG) emissions are estimated using a life cycle assessment (LCA) based carbon calculator ([Agrecalc](https://www.agrecalc.com/)). They do not account for any sequestration by woodland areas or soil. Nitrogen estimates are based on standard estimates of nitrogen content in all farm inputs and outputs where possible. Nitrogen estimates are not made for organic farms, which means a small proportion of the sample are excluded.<br/><br/>The dataset contains the following variables:<br/><br/>Average farm absolute GHG emissions per hectare <br/>Average farm emission intensity from GHG<br/>Average farm nitrogen balance<br/>Average farm nitrogen use efficiency<br/><br/>The median, lower quartile and upper quartile values for each variable are available for each of the years 2019/20 to 2021/22, and for the following farm types:<br/><br/>Cereal <br/>General Cropping <br/>Dairy <br/>Less favoured area (LFA) Livestock <br/>Mixed <br/>All Types"
Feeling safe when alone at home - Scottish Household Survey,Scottish Government,https://data.gov.scot/dataset/feeling_safe_when_alone_at_home___scottish_household_survey,https://api.data.gov.scot/resource/4841e7a7-7d25-40f7-b644-64744e951445/download,feeling-safe-when-alone-at-home---scottish-household-survey.csv,2026-08-13T10:10:23.569532,2026-08-13T10:11:43.297048,0,B,CSV,,,,UK Open Government Licence (OGL),"The Scottish Household Survey (SHS) asks adults how safe they feel when they are alone in their home at night. From 2018, this question was asked in every odd year. Prior to 2018 the question was asked every year. The data reported here is representative of the adult population and is available by:<br/><br/>\u2022 Local Authority<br/><br/>\u2022 Gender of the randomly selected adult<br/><br/>*In the 2018 SHS the gender question was revised. In previous years interviewers asked if household members were 'male' or 'female'. In the 2018 survey the options given were: 'man/boy', 'woman/girl' and two additional responses: 'identified in another way' and 'refused'. In order to remain harmonised with other statistics.gov.scot datasets, the previous response options 'male' and 'female' will be maintained.*<br/><br/>\u2022 Urban/Rural Classification<br/><br/>\u2022 Scottish Index of Multiple Deprivation<br/><br/>\u2022 Type Of Tenure<br/><br/>\u2022 Household Type<br/><br/>\u2022 Ethnicity of the randomly selected adult<br/><br/>\u2022 Walking distance to nearest green or blue space<br/><br/>*The question asking about walking distance to nearest greenspace informs the National Indicator on Access to Green and Blue Spaces. However before 2019, even though the list of spaces included riversides and beaches, the question text used the term \""green or open space\"". In 2019 for one half of the sample this was changed slightly to \""green, blue or open spaces\"" to check if including the word \""blue\"" made any difference to the response given to the question about walking distance or the biennial follow-up questions asking about satisfaction with and frequency of use of nearest green or blue space. No statistically significant difference was found.*<br/><br/>The most recent annual publication can be accessed at [https://www.gov.scot/publications/scottish-household-survey-2019-annual-report](https://www.gov.scot/publications/scottish-household-survey-2019-annual-report/)<br/><br/>The full questionnaire for each year can be accessed at: [https://www.gov.scot/publications/scottish-household-survey-questionnaires](https://www.gov.scot/publications/scottish-household-survey-questionnaires/)<br/><br/>And the survey data for the full Scottish Household Survey is available from [the UK Data Service](https://beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000048#!/abstract)."
Fire - Type of Incident,Scottish Fire and Rescue Service,https://data.gov.scot/dataset/fire___type_of_incident,https://api.data.gov.scot/resource/f6b74111-b687-45dc-885d-66857bef37ba/download,fire---type-of-incident.csv,2026-08-13T12:06:02.504101,2026-08-13T12:07:18.663872,0,B,CSV,,,,UK Open Government Licence (OGL),"This dataset provides the numbers and rates of fires in Scotland down to datazone level. Data is provided for the total number of fires, including accidental and deliberate causes.<br/><br/>Data is entered by the Scottish Fire and Rescue Service into the Incident Recording System. This dataset is an extract from this live management information system, and thus may differ slightly from other extracts taken on different dates.<br/><br/>Some fires could only be attributed to Local Authorities, and not lower level geographies. Therefore, the sum of fires for lower level geographies will not match those at Local Authority or Scotland level."
Fuel Poverty (Scottish House Condition Survey),Scottish Government,https://data.gov.scot/dataset/fuel_poverty__scottish_house_condition_survey_,https://api.data.gov.scot/resource/52378b43-19aa-40de-86d5-aa9e52be5d39/download,fuel-poverty-shcs.csv,2026-08-13T15:57:11.284797,2026-08-13T15:59:16.769535,0,B,CSV,,,,UK Open Government Licence (OGL),"Statistics presented here are based on the [Scottish House Condition Survey (SHCS)](https://www.gov.scot/collections/scottish-house-condition-survey/), an annual national survey of Scotland's housing stock, which forms part of the [Scottish Household Survey (SHS)]( https://www.gov.scot/collections/scottish-household-survey/). <br/> <br/>The annual [SHCS Key Findings](https://www.gov.scot/collections/scottish-house-condition-survey/) report presents the latest national data for key measures of energy efficiency, fuel poverty, energy perceptions and housing quality. The local authority breakdowns provide key indicators at local authority level relating to different household and dwelling types. However three years of data are combined to mitigate the smaller sample sizes involved when analysing sub-national geographies. Therefore, it is important to be aware that for these aggregate time periods: <br/> <br/>* The three year average national rates will not match those for single years (also found in the main Key Findings reports).  <br/>* Each three year average is a snapshot in time, and because of overlapping years, consecutive releases should not be used  to quantify changes in time. <br/>* Notwithstanding the aggregation of three years of data, smaller base sub-samples mean that confidence intervals for different geographies, household and dwelling types will be larger than those reported in the annual Key Findings report. <br/> <br/>In July 2019 the [Fuel Poverty (Targets, Definition and Strategy) (Scotland) Act](http://www.legislation.gov.uk/asp/2019/10/contents/enacted) received Royal Assent. This Act contains a new definition of fuel poverty which affects how fuel poverty is to be defined and measured. The figures presented are a best estimate of fuel poverty and extreme fuel poverty rates under the proposed new definition of fuel poverty, following amendments agreed at Stage 2 of the Fuel Poverty (Targets, Definition and Strategy) Bill. For further information see the [2018 Methodology Notes](https://www.gov.scot/publications/scottish-house-condition-survey-methodology-notes-2018/).<br/><br/>A household is considered to be in fuel poverty if, in order to maintain a satisfactory heating regime:<br/><br/>* the total fuel costs necessary for the home are more than 10% of the household's adjusted net income (after housing costs), *and* <br/>* if after deducting fuel costs, benefits received for a care need or disability and childcare costs, the household's remaining adjusted net income is insufficient to maintain an acceptable standard of living. The remaining adjusted net income must be at least 90% of the [UK Minimum Income Standard](https://www.lboro.ac.uk/research/crsp/mis/) to be considered an acceptable standard of living, with an additional amount added for households in remote rural, remote small town and island areas.<br/><br/>Extreme fuel poverty follows the same definition except that a household would have to spend more than 20% of its adjusted net income (after housing costs) on total fuel costs and maintain a satisfactory heating regime.<br/><br/>Where a table shows missing values, the data has either been suppressed on disclosure control grounds, or because there were no sampled cases."
Full-Time and Part-Time Employment,Scottish Government,https://data.gov.scot/dataset/full_time_and_part_time_employment,https://api.data.gov.scot/resource/6c18c768-399a-48eb-bcd1-54b529dab62e/download,full-time-employment.csv,2026-08-13T12:05:57.319335,2026-08-13T12:07:07.152192,0,B,CSV,,,,UK Open Government Licence (OGL),"Number and percentage of people (aged 16+) in employment working full-time and part-time.  The data used for this indicator is taken from the Annual Population Survey (APS). <br/><br/>The APS was introduced in January 2004 and it has replaced the Annual Local Area Labour Force Survey. The APS combines results from the Labour Force Survey ( LFS) and the English, Welsh and Scottish Labour Force Survey boosts. The boosts increase the sample size which means the APS can provide more robust labour market estimates for local areas compared to the main LFS. Thus the APS is the primary source for information on local labour markets providing headline estimates on employment, unemployment and economic activity. The APS is the largest annual household survey in Scotland and provides a wealth of information about individuals' personal circumstances and their work. The LFS surveys individuals living at private households in the UK and is designed to be representative of the national population. <br/><br/>The Scottish Government funds the boost to the LFS sample in Scotland, taking the sample size from approximately 8,000 households for the each year to 23,000 households.<br/>"
